总台,#genre#
常州.武进生活, https://live.wjyanghu.com/live/CH2.m3u8
淮安公共, http://live1.habctv.com/ggpdsl/sd/live.m3u8
淮安影视娱乐, http://live1.habctv.com/ysylsl/sd/live.m3u8
淮安.金湖新闻综合, http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8
淮安.涟水综合, http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
连云港.赣榆综合, http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
宿迁.沭阳综合, http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
宿迁.泗洪综合, http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
宿迁.泗阳综合, http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
宿迁.泗阳资讯, http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
无锡.江阴新闻综合, http://221.228.70.101:8080/live/xinwen.m3u8
徐州.沛县新闻综合, http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
徐州.睢宁综合, http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
徐州.睢宁三农, http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
徐州.睢宁资讯, http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8
扬州.高邮综合, http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
镇江新闻综合, http://zjtv-wshls.homecdn.com/live/2aa50.m3u8
镇江2台, http://zjtv-wshls.homecdn.com/live/2aa16.m3u8
镇江.句容新闻综合, http://jrlive.jrntv.com/live/jrxwzh/playlist.m3u8
镇江.句容生活频道, http://jrlive.jrntv.com/live/shenghuo/playlist.m3u8
镇江.句容影视频道, http://jrlive.jrntv.com/live/yingshi/playlist.m3u8

内蒙古,#genre#
乌海新闻综合, http://live.wuhainews.org.cn/xwzh/sd/live.m3u8
乌海都市生活, http://live.wuhainews.org.cn/dssh/sd/live.m3u8
锡林郭勒盟1台, http://livecdnpull.xlglrbw.org.cn:80/live/tvzhpd.m3u8

宁夏,#genre#
吴忠综合, http://live.kanwz.net/zhpd/sd/live.m3u8
吴忠公共, http://live.kanwz.net/ggpd/sd/live.m3u8

青海,#genre#
西宁新闻综合, https://liveout.xntv.tv/a65jur/96iln2.m3u8
西宁生活服务, https://liveout.xntv.tv/a65jur/90p2i1.m3u8
西宁.大通电视台, http://dtrmlive.qhdtrm.cn/testpush/sd/live.m3u8
海东.民和综合, http://livecdn.dmqhyadmin.com/hls/xjminhe.m3u8
海南.同德, https://lived.dmqhyadmin.com/tdtv/playlist.m3u8
海南.兴海县广播电视台, http://lived.dmqhyadmin.com/xhzhpd/sd/live.m3u8

山东,#genre#
山东教育卫视, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225719/index.m3u8
临沂综合, http://m3u8-channel.lytv.tv/nmip-media/channellive/channel111841/playlist.m3u8
临沂公共, http://m3u8-channel.lytv.tv/nmip-media/channellive/channel113571/playlist.m3u8
临沂经济, http://m3u8-channel.lytv.tv/nmip-media/channellive/channel115062/playlist.m3u8
泰安综合, http://zzbb.1545ts.com:8068/live/tatv0111.m3u8
泰安经济生活, http://zzbb.1545ts.com:8068/live/tatv222.m3u8
威海新闻综合, http://l1.weihai.tv:8081/hls/969O76hb22.m3u8
威海都市生活, http://l2.weihai.tv:8081/hls/g16E3482eM.m3u8
威海海洋, http://l2.weihai.tv:8081/hls/x8b19NoyEG.m3u8
枣庄新闻综合, http://stream.zztvzd.com/1/sd/live.m3u8
枣庄公共频道, http://stream.zztvzd.com/3/sd/live.m3u8
枣庄经济生活, http://stream.zztvzd.com/2/sd/live.m3u8

山西,#genre#
长治.黎城综合, http://111.53.96.67:8081/live/1/index.m3u8
晋城新闻综合, http://live.jinnews.com.cn/xwzh/sd/live.m3u8
晋城文化生活, http://live.jinnews.com.cn/ggpd/sd/live.m3u8
晋中公共, http://jzlive.jztvnews.com:90/live/jzgg.m3u8
晋中综合, http://jzlive.jztvnews.com:90/live/jzzh.m3u8
闻喜综合, https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd

陕西,#genre#
陕西新闻资讯, http://gxlive.snrtv.com/sx1-SD.m3u8
陕西都市青春, http://gxlive.snrtv.com/sx2-SD.m3u8
陕西秦腔, http://gxlive.snrtv.com/sx5-SD.m3u8
陕西体育休闲, http://gxlive.snrtv.com/sx7-SD.m3u8
陕西西部电影, http://gxlive.snrtv.com/sx8-SD.m3u8
陕西银龄, http://gxlive.snrtv.com/sx3-SD.m3u8
西安新闻, http://xatv-yt.xiancity.cn/live/1/index.m3u8
西安都市, http://xatv-yt.xiancity.cn/live/2/index.m3u8
西安商务, http://xatv-yt.xiancity.cn/live/3/index.m3u8
西安丝路, http://xatv-yt.xiancity.cn/live/5/index.m3u8
西安戏剧, http://xatv-yt.xiancity.cn/live/4/index.m3u8
西安移动, http://xatv-yt.xiancity.cn/live/7/index.m3u8

四川,#genre#
中心医院, http://111.9.163.109:8080/live/test.m3u8
阿坝.松潘, http://live.spccmc.com:90/live/spxwzh.m3u8
达州新闻综合, http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
达州.通川频道, http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
达州文化生活, http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
达州.万源新闻综合, http://live.wanyuannews.com/wytv/playlist.m3u8
德阳文旅科教, http://scdytv.cn:1935/live/m_ggpd_livevideo/playlist.m3u8
乐山新闻综合, http://pwpull.leshan.cn:80/live/21609091019110008654ed1a00000000/playlist.m3u8
乐山文旅生活, http://pwpull.leshan.cn:80/live/216e177701911000eb46902c00000000/playlist.m3u8
乐山.犍为综合, http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
绵阳新闻综合, http://livepull.myntv.cn:80/rtmp/myzh.m3u8
绵阳科教生活, http://livepull.myntv.cn:80/rtmp/mykj.m3u8
攀枝花新闻综合, https://live.pzhkai.com/xwzhtl/sd/live.m3u8
攀枝花文旅生活, https://live.pzhkai.com/wlshtl/sd/live.m3u8
雅安新闻综合, https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
雅安文化生活, https://m3u8channel.yunxya.com/nmip-media/channellive/channel100819/playlist.m3u8
资阳.乐至综合, http://175.155.106.72:89/live1/live1.m3u8

天津,#genre#
宝坻新闻综合, https://player4.juyun.tv/tv/143100176.m3u8
滨海1, http://traffic.jbh.tjbh.com/live/bhtv10/playlist.m3u8
滨海2, http://traffic.jbh.tjbh.com/live/bhtv20/playlist.m3u8
武清, https://tvpull.smartwq.cn/wqlive/convergencemedia/playlist.m3u8

新疆,#genre#
克拉玛依1台, https://klmysjtzb.rcsxzx.com/hls/klmy1.m3u8
石河子新闻综合, http://124.88.144.73:1935/live/xwzh/playlist.m3u8

西藏,#genre#
日喀则, http://218.207.233.111:20321/4.m3u8

云南,#genre#
德宏.瑞丽综合, http://channel.rlrmtzx.com/nmip-media/channellive/channel100728/playlist.m3u8
曲靖1台, http://channel.qjrb.cn/nmip-media/channellive/channel124906/playlist.m3u8

浙江,#genre#
浙江新闻, https://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江国际, https://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
浙江经济生活, https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教科影视, https://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江民生休闲, https://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江少儿, https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江影视娱乐, https://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
钱江都市, https://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
之江纪录, https://ali-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
杭州.萧山综合, http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
杭州.余杭新闻频道, http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
杭州.余杭临平新闻, http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
杭州.余杭未来频道, http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
嘉兴.海宁新闻综合, https://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8?zbid=293304&tpid=1708007815
嘉兴.平湖新闻综合, http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
嘉兴.平湖民生休闲, http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
嘉兴.平湖交通生活广播, http://l.cztvcloud.com/channels/lantian/SXpinghu4/720p.m3u8
金华.东阳影视生活, http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
金华.兰溪新闻综合, http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
金华.武义新闻综合, http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
丽水.缙云新闻综合, http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
丽水.龙泉综合, http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
丽水.庆元电视台, http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
丽水.松阳综合, http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
丽水.遂昌综合, http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
丽水.云和综合, http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
宁波.象山新闻综合, http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
宁波.余姚新闻综合, http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
宁波.余姚姚江文化, http://l.cztvcloud.com/channels/lantian/SXyuyao2/720p.m3u8
衢州.开化综合, http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
衢州.开化国家公园, http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢州.龙游新闻综合, http://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
衢州.龙游电视台, http://l.cztvcloud.com/channels/lantian/SXlongyou3/720p.m3u8
衢州.龙游生活娱乐, http://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
衢州.衢江综合, http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
绍兴新闻综合, http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
绍兴公共频道, http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴文化影视, http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴.上虞新闻综合, http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
绍兴.上虞新商都, http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
绍兴.嵊州新闻综合, http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
绍兴.新昌新闻频道, http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
绍兴.新昌生活频道, http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
绍兴.诸暨新闻综合, http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8
温州.洞头综合, http://l.cztvcloud.com/channels/lantian/SXdongtou1/720p.m3u8
温州.文成综合, http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
温州.永嘉新闻综合, http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
舟山.普陀电视台, http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
舟山.青田电视台, http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
舟山.嵊泗新闻综合, http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8

香港,#genre#
凤凰香港, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226251/index.m3u8
凤凰中文, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226248/index.m3u8
凤凰资讯, http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221226274/index.m3u8
环球电视台, http://zb.xzxwhcb.com:9999/hls/world.m3u8
美亚C+, http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
面包台, https://video.bread-tv.com:8091/hls-live24/online/index.m3u8
香港佛陀, http://live.jingzong.org/live/hd/playlist.m3u8
星光综合台, http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
耀才财经台, https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8

台湾,#genre#
大爱1台, https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱2台, https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大立电视台, http://www.dalitv.com.tw:4568/live/dali/index.m3u8
番薯111, http://61.216.67.119:1935/TWHG/E1/playlist.m3u8
华藏卫视, https://vod.amtb.de/liveedge/_definst_/livetv/playlist.m3u8
PTSXS, https://livecdn9.ptsplus.tv/pts-youth-A/1.m3u8
人间卫视, http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8
生命电视, http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
TVBS, http://61.221.215.25:8800/hls/9/index.m3u8
唯心电视, http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
纬来精采, http://61.221.215.25:8800/hls/48/index.m3u8
